player_id,full_name,college,hometown,height,jersey_number,headshot_image,pro_experience,player_positions,team
284,Oluoma Okaro,Arizona State,"Los Angeles, Calif.",6'1,nan,https://provolleyball.com/imgproxy/MHrTQLR7RQzBYBY1yP3L6qM6m8qxlsplsI2ZZp5jQaM/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNy8xMS8xNjY1NzUzZC1iODFjLTQxMDAtOTgzNS01NjM5MDI0NGMyNmQud2VicA.webp,,Opposite Hitter,San Diego Mojo
322,Lauren Page,Oregon,"Chino, Calif.",6'0,nan,https://provolleyball.com/imgproxy/tCq1GH31n1Srq3QXgeDKkuC5WzN0Z7CjehGTMGIAalE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wOS8yNS9hYmM4NDY3NS0xMzRlLTQyMjItOWNhMi1lNGY1NTEyNzhlZjEuanBlZw.jpeg,,Middle Blocker,San Diego Mojo
95,Regan Pittman,Minnesota,"Spring Hill, Kansas",6'4,24,https://provolleyball.com/imgproxy/bbb2TKFiFcrll5qGUZ-sL9YPYtnzMEz4Mbizv-2rxC8/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yNC84MzI3MDJlYy05ODc5LTQxNjUtOTM4ZC1lMjY5NDQyYTQ3MDUuanBn.jpg,,Middle Blocker,San Diego Mojo
89,Sarah Sponcil,"UCLA, Loyola Marymount","Phoenix, Arizona",5'8,12,https://provolleyball.com/imgproxy/XfcNDJax5m2sPeN9S8pNvK6xt73vo0U-KxaXws12IDE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMi8xOC9iZjI0NjI0NC0yNTgxLTRmMDEtOTU2ZS00ZGY0YTdlZGE2YjcuanBn.jpg,,"Libero, Setter",San Diego Mojo
74,Ronika Stone,Oregon,"San Jose, California",6'2,7,https://provolleyball.com/imgproxy/N2QeFz6X-yRxONbqeviO14oYZRhnBiB6Eq2MIY8G0yU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8zMS9mMTA2N2Y1Zi1iZGM2LTRkYWUtOTM4Ny01MWU4MjgxN2RjNDMucG5n.png,,Middle Blocker,San Diego Mojo
77,Shara Venegas,Universidad Metropolitana,"Toa Baja, Puerto Rico",5'7,2,https://provolleyball.com/imgproxy/ZAuAxMKP4Nw9C3JcJgRjz_Nf2NouGzm9rFEv1FO0RZ4/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8zMS8yYjdmZmU5Ni1mZWE2LTQ3ODAtOWE0MC04MTIzZmRmYjIwYmEucG5n.png,,Libero,San Diego Mojo
1,Anota Adekunle,Rice,,6'2,nan,https://provolleyball.com/imgproxy/wY51XNe4zl7lhd8XcrIEd-TOL7rHcL2jtgZ0WvSz5bk/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyMy8xMS8wOS9hYjNhMGVhMC0wYTUyLTRiOTYtYTAzMy1lM2IxYWEwOGEzMjMuanBn.jpg,,Middle Blocker,Vegas Thrill
102,Alisha Glass Childress,Penn State,"Leland, Michigan",6'0,6,https://provolleyball.com/imgproxy/HgQ5gCYFiyTwljsT-BWatUoBByD4oMZTTxd0UzIyhQo/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yOS80NmExZDJmNi0wNTc2LTRkN2ItYTc3Mi0xMGM0YmE4ZWFkNTQucG5n.png,,Setter,Vegas Thrill
59,Carly Graham,Rice,"Spring, Texas",6'0,22,https://provolleyball.com/imgproxy/Bp5abBu7olKwE3evoL6_kC0Qum9NaBVM1HjHxdKQkPE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yMy84ZGNlZTcyZi1jZGU5LTQ5ZWItYTFmYi04ZDliNzc1MmFiYjAuanBn.jpg,,Setter,Vegas Thrill
104,Saskia Hippe,,"Berlin, Germany",6'1,91,https://provolleyball.com/imgproxy/Dy-z7b4DAIW9ac4ML18HobG6dzDmK2qoysnbW3CCHrg/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yOS9lZjliNTA3YS1lZjQ2LTRmZTctYTQxNi03MGY0NjM0OTM2MjUucG5n.png,,Opposite Hitter,Vegas Thrill
265,Willow Johnson,Oregon,"Paradise Valley, Ariz.",6'3,4,https://provolleyball.com/imgproxy/mcCZwm_uKsHsg8ZWVaE-3MYK5rW9NIdnIcIcyWBp9jE/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wNC8yOS8wZjA3NjhhOS0xMDRjLTRjYTYtYTllYi0yNGNmMDcxMjQ5YjAuanBlZw.jpeg,,Opposite Hitter,Vegas Thrill
70,Grace Loberg,Wisconsin,"Geneva, Illinois",6'3,9,https://provolleyball.com/imgproxy/ZQl40kPwUMZXwYnvVBmH_1mzjm53iKF0bxrmxK2NNGU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8zMS9jYzYwZjVkOS1kOTM2LTQxNGUtYjg5NS1iYjQwNjg2YTI0NDUucG5n.png,,Outside Hitter,Vegas Thrill
206,Hannah Maddux,South Alabama,,6'2,11,https://provolleyball.com/imgproxy/5kOjihb_xCCQIsu6MQU_b-PGNLGdu_t8dJeiWc5Q4OU/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yOS9mZGUxZGQ3Mi04Yzk4LTRjY2UtOWM0Yy1jYTUxODM2OWY2ZmUucG5n.png,,Outside Hitter,Vegas Thrill
151,Allison Mayfield,Kansas,"Overland Park, Kansas",6'1,15,https://provolleyball.com/imgproxy/0Qgo6tjKmMOHi8eJPZtkgXrc92Zu7ldt_Gs99RcKV1Y/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8xNS9mMzk2MmUxZi05NzQ0LTQxYWUtYTRkNC05NGI0YzAwOTMyZGUuanBn.jpg,,Outside Hitter,Vegas Thrill
106,Berkeley Oblad,Utah,"Henderson, Nevada",6'4,12,https://provolleyball.com/imgproxy/e2XdYQRdB-0zCeV3vAU3wdOHYxQ2FjihNj6ERPLMc10/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8yOS9kZjkyMGFjZC1kNjI2LTRhOTctODg3ZC1lMjU5MDZjNjRmYzEucG5n.png,,Middle Blocker,Vegas Thrill
105,Layne Van Buskirk,Pitt,"Windsor, Canada",6'4,4,https://provolleyball.com/imgproxy/VEwQLiCgA-V0T3BeoKMSFsnw1k5Z_oKTJ9hhL0FrcB4/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8xMC8zMC9kOWJlYTcwMi1iYjJmLTQwOTUtODdjYi1jMTI4Y2UwMGM0OWMucG5n.png,,Middle Blocker,Vegas Thrill
52,Kendall White,Penn State,"Zionsville, Indiana",5'7,3,https://provolleyball.com/imgproxy/MAby5AklL_kSjEyRms3Pfx3T9ZnRxZ24CO-eJgJuc9k/rs:fit:2000:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Byb3ZvbGxleWJhbGwtcHJvZC91cGxvYWQvMjAyNC8wMS8xNS9iZmZmNTFhZC1lZDY3LTRmZmUtOGY2Mi0zOGI5MWJhMjY5OWYuanBn.jpg,,Libero,Vegas Thrill
