date,match,results,box_score_url,div
09/13/2024,Erskine (Conference Carolinas) vs Bluefield St. (CIAA),"[3-2] (25-23, 18-25, 15-25, 25-21, 15-13)",https://stats.ncaa.org/contests/5670335/box_score,D-II
09/13/2024,St. Edward's (Lone Star) vs Valdosta St. (Gulf South),"[2-3] (23-25, 25-20, 25-19, 22-25, 11-15)",https://stats.ncaa.org/contests/5670099/box_score,D-II
09/13/2024,Pitt.-Johnstown (PSAC) vs St. Thomas Aquinas (ECC),"[3-0] (25-20, 25-14, 25-18)",https://stats.ncaa.org/contests/5670496/box_score,D-II
09/13/2024,Carson-Newman (SAC) vs USC Aiken (Peach Belt),"[1-3] (22-25, 23-25, 25-18, 23-25)",https://stats.ncaa.org/contests/5670474/box_score,D-II
09/13/2024,Lewis (GLVC) vs Seattle Pacific (Great Northwest),"[3-0] (25-19, 29-27, 25-16)",https://stats.ncaa.org/contests/5670295/box_score,D-II
09/13/2024,Central Okla. (Mid-America Intercollegiate) vs Embry-Riddle (FL) (Sunshine State),"[3-1] (25-16, 22-25, 25-21, 25-17)",https://stats.ncaa.org/contests/5670263/box_score,D-II
09/13/2024,Midwestern St. (Lone Star) vs Colo. Christian (RMAC),"[0-3] (25-27, 10-25, 16-25)",https://stats.ncaa.org/contests/5670088/box_score,D-II
09/13/2024,Shorter (Conference Carolinas) vs Salem (WV) (Independent),"[3-0] (25-21, 25-11, 25-23)",https://stats.ncaa.org/contests/5670502/box_score,D-II
09/13/2024,West Ala. (Gulf South) vs Thomas More (G-MAC),"[0-3] (24-26, 22-25, 16-25)",https://stats.ncaa.org/contests/5670098/box_score,D-II
09/13/2024,New Haven (NE10) vs American Int'l (NE10),"[3-2] (24-26, 24-26, 26-24, 25-20, 15-12)",https://stats.ncaa.org/contests/5670265/box_score,D-II
09/13/2024,Valdosta St. (Gulf South) vs UVA Wise (SAC),"[3-0] (25-22, 27-25, 25-21)",https://stats.ncaa.org/contests/5670325/box_score,D-II
09/13/2024,Jamestown (NSIC) vs Minot St. (NSIC),"[3-0] (25-22, 25-9, 25-21)",https://stats.ncaa.org/contests/5670471/box_score,D-II
09/13/2024,MSU Moorhead (NSIC) vs Colorado Mesa (RMAC),"[0-3] (15-25, 16-25, 23-25)",https://stats.ncaa.org/contests/5670635/box_score,D-II
09/13/2024,Slippery Rock (PSAC) vs Alas. Fairbanks (Great Northwest),"[0-3] (17-25, 18-25, 21-25)",https://stats.ncaa.org/contests/5670544/box_score,D-II
09/13/2024,Mont. St. Billings (Great Northwest) vs Sioux Falls (NSIC),"[0-3] (17-25, 22-25, 18-25)",https://stats.ncaa.org/contests/5670372/box_score,D-II
09/13/2024,Point Park (MEC) vs California (PA) (PSAC),"[1-3] (25-19, 7-25, 22-25, 21-25)",https://stats.ncaa.org/contests/5670450/box_score,D-II
09/13/2024,Pitt.-Johnstown (PSAC) vs Assumption (NE10),"[3-0] (25-23, 25-23, 25-15)",https://stats.ncaa.org/contests/5670371/box_score,D-II
09/13/2024,Western N.M. (Lone Star) vs Academy of Art (PacWest),"[1-3] (25-15, 16-25, 21-25, 21-25)",https://stats.ncaa.org/contests/5670228/box_score,D-II
09/13/2024,UVA Wise (SAC) vs Saint Michael's (NE10),"[3-0] (25-16, 25-15, 25-13)",https://stats.ncaa.org/contests/5670163/box_score,D-II
09/13/2024,Southern Nazarene (GAC) vs Drury (GLVC),"[1-3] (20-25, 25-23, 21-25, 28-30)",https://stats.ncaa.org/contests/5670218/box_score,D-II
09/13/2024,Rockhurst (GLVC) vs Southwest Minn. St. (NSIC),"[1-3] (25-22, 17-25, 21-25, 25-27)",https://stats.ncaa.org/contests/5670167/box_score,D-II
09/13/2024,Nova Southeastern (Sunshine State) vs Flagler (Peach Belt),"[3-2] (23-25, 25-17, 15-25, 25-23, 15-11)",https://stats.ncaa.org/contests/5670542/box_score,D-II
09/13/2024,UT Tyler (Lone Star) vs Okla. Baptist (GAC),"[3-2] (25-19, 24-26, 16-25, 25-18, 15-11)",https://stats.ncaa.org/contests/5670632/box_score,D-II
09/13/2024,Harding (GAC) vs Alabama Huntsville (Gulf South),"[2-3] (25-23, 25-19, 23-25, 23-25, 11-15)",https://stats.ncaa.org/contests/5670585/box_score,D-II
09/13/2024,Southeastern Okla. (GAC) vs Sul Ross St. (Lone Star),"[3-0] (25-12, 25-12, 25-21)",https://stats.ncaa.org/contests/5670628/box_score,D-II
09/13/2024,Tex. A&M-Kingsville (Lone Star) vs Academy of Art (PacWest),"[3-0] (25-18, 25-18, 25-16)",https://stats.ncaa.org/contests/5670122/box_score,D-II
09/13/2024,Southwest Minn. St. (NSIC) vs Southern Nazarene (GAC),"[3-1] (25-8, 23-25, 25-15, 25-18)",https://stats.ncaa.org/contests/5670630/box_score,D-II
09/13/2024,Missouri Western (Mid-America Intercollegiate) vs Grand Valley St. (GLIAC),"[0-3] (23-25, 18-25, 21-25)",https://stats.ncaa.org/contests/5670578/box_score,D-II
09/13/2024,UT Tyler (Lone Star) vs Southwestern Okla. (GAC),"[3-2] (25-15, 16-25, 27-25, 18-25, 18-16)",https://stats.ncaa.org/contests/5670262/box_score,D-II
09/13/2024,Winona St. (NSIC) vs Quincy (GLVC),"[2-3] (25-19, 21-25, 18-25, 25-18, 4-15)",https://stats.ncaa.org/contests/5670640/box_score,D-II
09/13/2024,West Virginia St. (MEC) vs Indiana (PA) (PSAC),"[0-3] (20-25, 12-25, 22-25)",https://stats.ncaa.org/contests/5670084/box_score,D-II
09/13/2024,Mo. Southern St. (Mid-America Intercollegiate) vs Neb.-Kearney (Mid-America Intercollegiate),"[0-3] (12-25, 14-25, 17-25)",https://stats.ncaa.org/contests/5670472/box_score,D-II
09/13/2024,Southern N.H. (NE10) vs Wilmington (DE) (CACC),"[0-3] (18-25, 24-26, 14-25)",https://stats.ncaa.org/contests/5670085/box_score,D-II
09/13/2024,Coker (SAC) vs Limestone (SAC),"[3-2] (25-17, 22-25, 25-20, 17-25, 15-9)",https://stats.ncaa.org/contests/5670546/box_score,D-II
09/13/2024,Southeastern Okla. (GAC) vs Tex. Permian Basin (Lone Star),"[2-3] (26-24, 21-25, 12-25, 25-12, 6-15)",https://stats.ncaa.org/contests/5670242/box_score,D-II
09/13/2024,Rollins (Sunshine State) vs D'Youville (ECC),"[3-0] (26-24, 25-23, 25-20)",https://stats.ncaa.org/contests/5670601/box_score,D-II
09/13/2024,Hawaii Hilo (PacWest) vs San Fran. St. (CCAA),"[0-3] (22-25, 20-25, 15-25)",https://stats.ncaa.org/contests/5670319/box_score,D-II
09/13/2024,Truman St. (GLVC) vs Emporia St. (Mid-America Intercollegiate),"[2-3] (16-25, 25-18, 23-25, 25-19, 8-15)",https://stats.ncaa.org/contests/5670123/box_score,D-II
09/13/2024,Jefferson (CACC) vs Southern Conn. St. (NE10),"[3-0] (25-18, 25-22, 25-20)",https://stats.ncaa.org/contests/5670258/box_score,D-II
09/13/2024,Okla. Christian (Lone Star) vs Chadron St. (RMAC),"[3-0] (25-16, 25-17, 25-19)",https://stats.ncaa.org/contests/5670093/box_score,D-II
09/13/2024,Southwest Baptist (GLVC) vs Union (TN) (Gulf South),"[3-1] (25-18, 25-23, 21-25, 26-24)",https://stats.ncaa.org/contests/5670591/box_score,D-II
09/13/2024,Eastern N.M. (Lone Star) vs Black Hills St. (RMAC),"[3-2] (25-23, 17-25, 25-22, 15-25, 15-10)",https://stats.ncaa.org/contests/5670244/box_score,D-II
09/13/2024,Westminster (UT) (RMAC) vs Augustana (SD) (NSIC),"[1-3] (22-25, 25-19, 21-25, 18-25)",https://stats.ncaa.org/contests/5670096/box_score,D-II
09/13/2024,West Tex. A&M (Lone Star) vs Regis (CO) (RMAC),"[3-1] (25-17, 25-17, 20-25, 25-17)",https://stats.ncaa.org/contests/5670243/box_score,D-II
09/13/2024,Salem (WV) (Independent) vs West Va. Wesleyan (MEC),"[0-3] (21-25, 14-25, 8-25)",https://stats.ncaa.org/contests/5670248/box_score,D-II
09/13/2024,Tusculum (SAC) vs Alabama Huntsville (Gulf South),"[0-3] (14-25, 16-25, 18-25)",https://stats.ncaa.org/contests/5670205/box_score,D-II
09/13/2024,Okla. Christian (Lone Star) vs Mo. Southern St. (Mid-America Intercollegiate),"[3-1] (25-21, 10-25, 25-23, 25-22)",https://stats.ncaa.org/contests/5670253/box_score,D-II
09/13/2024,William Jewell (GLVC) vs Quincy (GLVC),"[1-3] (21-25, 15-25, 25-23, 17-25)",https://stats.ncaa.org/contests/5670191/box_score,D-II
09/13/2024,Edinboro (PSAC) vs Mount Olive (Conference Carolinas),"[3-2] (21-25, 24-26, 25-23, 25-19, 15-11)",https://stats.ncaa.org/contests/5670194/box_score,D-II
09/13/2024,South Dakota Mines (RMAC) vs Mont. St. Billings (Great Northwest),"[3-1] (25-19, 20-25, 25-23, 25-8)",https://stats.ncaa.org/contests/5670202/box_score,D-II
09/13/2024,Talladega (nan) vs Albany St. (GA) (SIAC),"[3-1] (25-15, 18-25, 25-22, 25-12)",https://stats.ncaa.org/contests/5670478/box_score,D-II
09/13/2024,Arkansas Tech (GAC) vs Lincoln Memorial (SAC),"[0-3] (18-25, 23-25, 25-27)",https://stats.ncaa.org/contests/5670087/box_score,D-II
09/13/2024,Azusa Pacific (PacWest) vs Cal St. San Marcos (CCAA),"[3-0] (25-16, 25-23, 25-22)",https://stats.ncaa.org/contests/5670462/box_score,D-II
09/13/2024,Southern Conn. St. (NE10) vs Holy Family (CACC),"[3-1] (27-29, 25-22, 25-10, 25-15)",https://stats.ncaa.org/contests/5670627/box_score,D-II
09/13/2024,Converse (Conference Carolinas) vs Elizabeth City St. (CIAA),"[3-2] (25-17, 20-25, 23-25, 25-18, 15-13)",https://stats.ncaa.org/contests/5670292/box_score,D-II
09/13/2024,Trevecca Nazarene (Gulf South) vs Flagler (Peach Belt),"[1-3] (17-25, 25-23, 13-25, 14-25)",https://stats.ncaa.org/contests/5670212/box_score,D-II
09/13/2024,Washburn (Mid-America Intercollegiate) vs Western Colo. (RMAC),"[3-0] (25-18, 25-19, 25-16)",https://stats.ncaa.org/contests/5670146/box_score,D-II
09/13/2024,East Central (GAC) vs Anderson (SC) (SAC),"[1-3] (25-17, 28-30, 23-25, 17-25)",https://stats.ncaa.org/contests/5670100/box_score,D-II
09/13/2024,Ill. Springfield (GLVC) vs Ky. Wesleyan (G-MAC),"[3-0] (25-21, 25-19, 25-21)",https://stats.ncaa.org/contests/5670583/box_score,D-II
09/13/2024,Georgia College (Peach Belt) vs Lincoln Memorial (SAC),"[1-3] (11-25, 15-25, 27-25, 19-25)",https://stats.ncaa.org/contests/5670388/box_score,D-II
09/13/2024,Spring Hill (SIAC) vs West Florida (Gulf South),"[1-3] (16-25, 9-25, 26-24, 16-25)",https://stats.ncaa.org/contests/5670582/box_score,D-II
09/13/2024,Western Ore. (Great Northwest) vs Azusa Pacific (PacWest),"[3-2] (26-24, 25-21, 24-26, 19-25, 15-8)",https://stats.ncaa.org/contests/5670165/box_score,D-II
09/13/2024,Cal Poly Humboldt (CCAA) vs Angelo St. (Lone Star),"[0-3] (21-25, 19-25, 21-25)",https://stats.ncaa.org/contests/5670348/box_score,D-II
09/13/2024,Midwestern St. (Lone Star) vs Pittsburg St. (Mid-America Intercollegiate),"[0-3] (23-25, 22-25, 19-25)",https://stats.ncaa.org/contests/5670089/box_score,D-II
09/13/2024,St. Anselm (NE10) vs Caldwell (CACC),"[3-0] (25-19, 25-6, 25-20)",https://stats.ncaa.org/contests/5670442/box_score,D-II
09/13/2024,Northwest Mo. St. (Mid-America Intercollegiate) vs Florida Tech (Sunshine State),"[3-1] (25-17, 25-15, 24-26, 25-16)",https://stats.ncaa.org/contests/5670129/box_score,D-II
09/13/2024,Caldwell (CACC) vs Molloy (ECC),"[1-3] (25-20, 15-25, 11-25, 16-25)",https://stats.ncaa.org/contests/5670283/box_score,D-II
09/13/2024,Saginaw Valley (GLIAC) vs Missouri Western (Mid-America Intercollegiate),"[0-3] (20-25, 9-25, 11-25)",https://stats.ncaa.org/contests/5670112/box_score,D-II
09/13/2024,Shorter (Conference Carolinas) vs Bluefield St. (CIAA),"[3-1] (25-21, 25-27, 25-21, 25-18)",https://stats.ncaa.org/contests/5670111/box_score,D-II
09/13/2024,Angelo St. (Lone Star) vs Adams St. (RMAC),"[3-0] (25-14, 25-14, 25-16)",https://stats.ncaa.org/contests/5670105/box_score,D-II
09/13/2024,Wayne St. (MI) (GLIAC) vs Upper Iowa (GLVC),"[2-3] (25-23, 15-25, 22-25, 25-15, 12-15)",https://stats.ncaa.org/contests/5670094/box_score,D-II
09/13/2024,Clark Atlanta (SIAC) vs Fla. Memorial (nan),"[3-0] (25-17, 25-23, 25-23)",https://stats.ncaa.org/contests/5729474/box_score,D-II
09/13/2024,Ark.-Fort Smith (Mid-America Intercollegiate) vs Texas Woman's (Lone Star),"[3-1] (25-20, 25-23, 25-27, 25-23)",https://stats.ncaa.org/contests/5670382/box_score,D-II
09/13/2024,Tampa (Sunshine State) vs Anderson (SC) (SAC),"[3-1] (25-20, 26-24, 18-25, 25-14)",https://stats.ncaa.org/contests/5670261/box_score,D-II
09/13/2024,Southern Ark. (GAC) vs Union (TN) (Gulf South),"[3-0] (25-15, 25-15, 25-17)",https://stats.ncaa.org/contests/5670220/box_score,D-II
09/13/2024,West Virginia St. (MEC) vs Lock Haven (PSAC),"[3-0] (25-16, 25-14, 25-20)",https://stats.ncaa.org/contests/5670303/box_score,D-II
09/13/2024,Wingate (SAC) vs Northwest Mo. St. (Mid-America Intercollegiate),"[3-2] (23-25, 24-26, 25-19, 25-23, 15-11)",https://stats.ncaa.org/contests/5670394/box_score,D-II
09/13/2024,Assumption (NE10) vs St. Thomas Aquinas (ECC),"[0-3] (23-25, 18-25, 18-25)",https://stats.ncaa.org/contests/5670246/box_score,D-II
09/13/2024,Franklin Pierce (NE10) vs Bridgeport (CACC),"[2-3] (25-23, 28-26, 19-25, 15-25, 5-15)",https://stats.ncaa.org/contests/5670432/box_score,D-II
09/13/2024,Goldey-Beacom (CACC) vs Bowie St. (CIAA),"[3-1] (26-24, 20-25, 25-12, 25-21)",https://stats.ncaa.org/contests/5670499/box_score,D-II
09/13/2024,Sonoma St. (CCAA) vs Fresno Pacific (PacWest),"[3-0] (25-19, 25-18, 25-19)",https://stats.ncaa.org/contests/5670391/box_score,D-II
09/13/2024,Ursuline (G-MAC) vs Gannon (PSAC),"[0-3] (17-25, 11-25, 18-25)",https://stats.ncaa.org/contests/5670420/box_score,D-II
09/13/2024,Chaminade (PacWest) vs Wheeling (MEC),"[3-0] (26-24, 25-21, 25-15)",https://stats.ncaa.org/contests/5670343/box_score,D-II
09/13/2024,Bemidji St. (NSIC) vs Davenport (GLIAC),"[3-2] (25-23, 15-25, 23-25, 27-25, 15-12)",https://stats.ncaa.org/contests/5670551/box_score,D-II
09/13/2024,Rockhurst (GLVC) vs Newman (Mid-America Intercollegiate),"[3-0] (25-16, 25-16, 25-9)",https://stats.ncaa.org/contests/5670312/box_score,D-II
09/13/2024,Lees-McRae (Conference Carolinas) vs Erskine (Conference Carolinas),"[3-0] (25-13, 25-12, 25-22)",https://stats.ncaa.org/contests/5670197/box_score,D-II
09/13/2024,Menlo (PacWest) vs Stanislaus St. (CCAA),"[1-3] (16-25, 25-20, 19-25, 28-30)",https://stats.ncaa.org/contests/5670405/box_score,D-II
09/13/2024,Washburn (Mid-America Intercollegiate) vs Fort Lewis (RMAC),"[3-0] (25-15, 25-17, 25-15)",https://stats.ncaa.org/contests/5670620/box_score,D-II
09/13/2024,Newman (Mid-America Intercollegiate) vs Roosevelt (GLIAC),"[3-0] (25-13, 25-15, 25-23)",https://stats.ncaa.org/contests/5670104/box_score,D-II
09/13/2024,Bloomsburg (PSAC) vs California (PA) (PSAC),"[0-3] (15-25, 21-25, 18-25)",https://stats.ncaa.org/contests/5670186/box_score,D-II
09/13/2024,Cal St. Dom. Hills (CCAA) vs Adams St. (RMAC),"[3-1] (25-21, 22-25, 25-23, 25-21)",https://stats.ncaa.org/contests/5670268/box_score,D-II
09/13/2024,Malone (G-MAC) vs Winona St. (NSIC),"[0-3] (16-25, 12-25, 14-25)",https://stats.ncaa.org/contests/5670272/box_score,D-II
09/13/2024,Francis Marion (Conference Carolinas) vs Carson-Newman (SAC),"[2-3] (19-25, 25-21, 17-25, 25-14, 11-15)",https://stats.ncaa.org/contests/5729353/box_score,D-II
09/13/2024,Westmont (PacWest) vs Cal St. San Marcos (CCAA),"[3-1] (19-25, 26-24, 25-20, 25-18)",https://stats.ncaa.org/contests/5670216/box_score,D-II
09/13/2024,Fla. Southern (Sunshine State) vs Purdue Northwest (GLIAC),"[3-2] (25-18, 25-22, 23-25, 23-25, 15-10)",https://stats.ncaa.org/contests/5670269/box_score,D-II
09/13/2024,Shippensburg (PSAC) vs Indiana (PA) (PSAC),"[2-3] (26-28, 25-18, 8-25, 25-13, 9-15)",https://stats.ncaa.org/contests/5670403/box_score,D-II
09/13/2024,St. Anselm (NE10) vs Molloy (ECC),"[2-3] (21-25, 25-17, 9-25, 25-18, 11-15)",https://stats.ncaa.org/contests/5670580/box_score,D-II
09/13/2024,St. Edward's (Lone Star) vs Saint Leo (Sunshine State),"[3-0] (25-22, 25-15, 28-26)",https://stats.ncaa.org/contests/5670223/box_score,D-II
09/13/2024,Fairmont St. (MEC) vs Kutztown (PSAC),"[3-0] (25-14, 25-18, 25-15)",https://stats.ncaa.org/contests/5670278/box_score,D-II
09/13/2024,East Stroudsburg (PSAC) vs Post (CACC),"[3-1] (21-25, 25-19, 25-22, 25-20)",https://stats.ncaa.org/contests/5670240/box_score,D-II
09/13/2024,Shepherd (PSAC) vs Holy Family (CACC),"[3-0] (25-12, 25-17, 25-15)",https://stats.ncaa.org/contests/5670180/box_score,D-II
09/13/2024,Central St. (OH) (SIAC) vs Charleston (WV) (MEC),"[0-3] (8-25, 19-25, 13-25)",https://stats.ncaa.org/contests/5670222/box_score,D-II
09/13/2024,Seattle Pacific (Great Northwest) vs Concordia-St. Paul (NSIC),"[0-3] (23-25, 22-25, 22-25)",https://stats.ncaa.org/contests/5670424/box_score,D-II
09/13/2024,Maryville (MO) (GLVC) vs Malone (G-MAC),"[3-0] (25-10, 25-16, 26-24)",https://stats.ncaa.org/contests/5670659/box_score,D-II
09/13/2024,JWU (Charlotte) (nan) vs Livingstone (CIAA),"[0-3] (17-25, 15-25, 19-25)",https://stats.ncaa.org/contests/5728885/box_score,D-II
09/13/2024,Southwestern Okla. (GAC) vs McKendree (GLVC),"[3-1] (25-15, 25-22, 18-25, 25-22)",https://stats.ncaa.org/contests/5670102/box_score,D-II
09/13/2024,Shepherd (PSAC) vs Southern N.H. (NE10),"[3-0] (25-23, 25-19, 25-20)",https://stats.ncaa.org/contests/5670393/box_score,D-II
09/13/2024,Northern St. (NSIC) vs Wis.-Parkside (GLIAC),"[3-0] (25-19, 25-22, 25-20)",https://stats.ncaa.org/contests/5670548/box_score,D-II
09/13/2024,N.M. Highlands (RMAC) vs Sul Ross St. (Lone Star),"[3-1] (25-15, 14-25, 29-27, 25-20)",https://stats.ncaa.org/contests/5670309/box_score,D-II
09/13/2024,St. Cloud St. (NSIC) vs Findlay (G-MAC),"[3-1] (25-12, 25-20, 23-25, 26-24)",https://stats.ncaa.org/contests/5670179/box_score,D-II
09/13/2024,Saint Michael's (NE10) vs Saint Leo (Sunshine State),"[0-3] (19-25, 22-25, 15-25)",https://stats.ncaa.org/contests/5670533/box_score,D-II
09/13/2024,Sonoma St. (CCAA) vs CSU Pueblo (RMAC),"[3-1] (22-25, 25-22, 28-26, 25-17)",https://stats.ncaa.org/contests/5670091/box_score,D-II
09/13/2024,Roosevelt (GLIAC) vs Drury (GLVC),"[0-3] (20-25, 16-25, 21-25)",https://stats.ncaa.org/contests/5670415/box_score,D-II
09/13/2024,Edward Waters (SIAC) vs Ark.-Monticello (GAC),"[1-3] (20-25, 26-28, 25-21, 22-25)",https://stats.ncaa.org/contests/5670353/box_score,D-II
09/13/2024,Fresno Pacific (PacWest) vs Cal St. East Bay (CCAA),"[1-3] (27-25, 16-25, 13-25, 20-25)",https://stats.ncaa.org/contests/5670174/box_score,D-II
09/13/2024,Minn.-Crookston (NSIC) vs South Dakota Mines (RMAC),"[0-3] (15-25, 20-25, 11-25)",https://stats.ncaa.org/contests/5670103/box_score,D-II
09/13/2024,Shaw (CIAA) vs Edinboro (PSAC),"[3-1] (25-23, 22-25, 25-22, 25-14)",https://stats.ncaa.org/contests/5670358/box_score,D-II
09/13/2024,Truman St. (GLVC) vs Northwestern Okla. (GAC),"[0-3] (16-25, 18-25, 23-25)",https://stats.ncaa.org/contests/5670351/box_score,D-II
09/13/2024,CUI (PacWest) vs San Fran. St. (CCAA),"[0-3] (13-25, 14-25, 21-25)",https://stats.ncaa.org/contests/5670609/box_score,D-II
09/13/2024,American Int'l (NE10) vs Bentley (NE10),"[2-3] (25-22, 25-23, 20-25, 18-25, 11-15)",https://stats.ncaa.org/contests/5670577/box_score,D-II
09/13/2024,West Tex. A&M (Lone Star) vs Mo.-St. Louis (GLVC),"[2-3] (25-23, 16-25, 21-25, 25-23, 13-15)",https://stats.ncaa.org/contests/5670149/box_score,D-II
09/13/2024,Wayne St. (MI) (GLIAC) vs Lake Erie (G-MAC),"[3-1] (26-24, 25-19, 19-25, 25-22)",https://stats.ncaa.org/contests/5670254/box_score,D-II
09/13/2024,Cal Poly Pomona (CCAA) vs Simon Fraser (Great Northwest),"[3-0] (25-20, 25-16, 25-15)",https://stats.ncaa.org/contests/5670390/box_score,D-II
09/13/2024,UIndy (GLVC) vs Christian Brothers (Gulf South),"[3-0] (25-22, 25-17, 25-16)",https://stats.ncaa.org/contests/5670364/box_score,D-II
09/13/2024,West Ala. (Gulf South) vs Minnesota St. (NSIC),"[0-3] (13-25, 13-25, 18-25)",https://stats.ncaa.org/contests/5670438/box_score,D-II
09/13/2024,West Liberty (MEC) vs Barry (Sunshine State),"[0-3] (9-25, 15-25, 8-25)",https://stats.ncaa.org/contests/5670445/box_score,D-II
09/13/2024,Lewis (GLVC) vs Concordia-St. Paul (NSIC),"[0-3] (26-28, 21-25, 22-25)",https://stats.ncaa.org/contests/5670150/box_score,D-II
09/13/2024,Wingate (SAC) vs West Florida (Gulf South),"[2-3] (21-25, 25-23, 18-25, 25-20, 8-15)",https://stats.ncaa.org/contests/5670175/box_score,D-II
09/13/2024,Glenville St. (MEC) vs Bemidji St. (NSIC),"[0-3] (22-25, 11-25, 22-25)",https://stats.ncaa.org/contests/5670121/box_score,D-II
09/13/2024,Ashland (G-MAC) vs Adelphi (NE10),"[3-0] (25-19, 25-23, 25-18)",https://stats.ncaa.org/contests/5670621/box_score,D-II
09/13/2024,Tex. A&M Int'l (Lone Star) vs East Central (GAC),"[1-3] (21-25, 22-25, 25-20, 18-25)",https://stats.ncaa.org/contests/5670396/box_score,D-II
09/13/2024,Shaw (CIAA) vs Concord (MEC),"[3-2] (22-25, 25-17, 23-25, 25-19, 15-13)",https://stats.ncaa.org/contests/5670127/box_score,D-II
09/13/2024,Ursuline (G-MAC) vs Rollins (Sunshine State),"[0-3] (20-25, 16-25, 11-25)",https://stats.ncaa.org/contests/5670224/box_score,D-II
09/13/2024,CarolinaU (nan) vs Livingstone (CIAA),"[3-0] (25-19, 25-14, 25-17)",https://stats.ncaa.org/contests/5670568/box_score,D-II
09/13/2024,McKendree (GLVC) vs Cameron (Lone Star),"[3-0] (25-21, 25-14, 25-21)",https://stats.ncaa.org/contests/5670397/box_score,D-II
09/13/2024,Biola (PacWest) vs Colo. Sch. of Mines (RMAC),"[3-2] (14-25, 32-30, 25-18, 18-25, 15-12)",https://stats.ncaa.org/contests/5670138/box_score,D-II
09/13/2024,Cal State LA (CCAA) vs Western Wash. (Great Northwest),"[3-0] (25-15, 26-24, 25-15)",https://stats.ncaa.org/contests/5670251/box_score,D-II
09/13/2024,Tex. A&M Int'l (Lone Star) vs St. Mary's (TX) (Lone Star),"[1-3] (25-20, 18-25, 16-25, 18-25)",https://stats.ncaa.org/contests/5670177/box_score,D-II
09/13/2024,Eckerd (Sunshine State) vs Lee (Gulf South),"[3-2] (25-20, 23-25, 19-25, 25-23, 15-12)",https://stats.ncaa.org/contests/5670560/box_score,D-II
09/13/2024,Lake Superior St. (GLIAC) vs UIndy (GLVC),"[1-3] (26-24, 24-26, 20-25, 22-25)",https://stats.ncaa.org/contests/5670128/box_score,D-II
09/13/2024,West Chester (PSAC) vs Dominican (NY) (CACC),"[2-3] (25-19, 15-25, 25-19, 22-25, 17-19)",https://stats.ncaa.org/contests/5670475/box_score,D-II
09/13/2024,Franklin Pierce (NE10) vs Kutztown (PSAC),"[3-2] (25-18, 19-25, 25-17, 16-25, 15-13)",https://stats.ncaa.org/contests/5670140/box_score,D-II
09/13/2024,Lenoir-Rhyne (SAC) vs Mount Olive (Conference Carolinas),"[3-1] (25-19, 20-25, 25-23, 25-11)",https://stats.ncaa.org/contests/5670497/box_score,D-II
09/13/2024,Western Ore. (Great Northwest) vs Cal St. Monterey Bay (CCAA),"[3-1] (25-22, 25-21, 20-25, 25-21)",https://stats.ncaa.org/contests/5670369/box_score,D-II
09/13/2024,Concord (MEC) vs Lenoir-Rhyne (SAC),"[0-3] (22-25, 19-25, 22-25)",https://stats.ncaa.org/contests/5670255/box_score,D-II
09/13/2024,Point Loma (PacWest) vs Northwest Nazarene (Great Northwest),"[3-1] (25-22, 17-25, 25-23, 25-15)",https://stats.ncaa.org/contests/5670570/box_score,D-II
09/13/2024,Northern Mich. (GLIAC) vs Minn. Duluth (NSIC),"[1-3] (15-25, 18-25, 28-26, 16-25)",https://stats.ncaa.org/contests/5670323/box_score,D-II
09/13/2024,Florida Tech (Sunshine State) vs Spring Hill (SIAC),"[2-3] (25-12, 25-12, 28-30, 19-25, 18-20)",https://stats.ncaa.org/contests/5670259/box_score,D-II
09/13/2024,Georgia College (Peach Belt) vs Lee (Gulf South),"[1-3] (21-25, 25-22, 13-25, 23-25)",https://stats.ncaa.org/contests/5670173/box_score,D-II
09/13/2024,Chico St. (CCAA) vs Menlo (PacWest),"[2-3] (15-25, 23-25, 25-20, 27-25, 10-15)",https://stats.ncaa.org/contests/5670204/box_score,D-II
09/13/2024,Shippensburg (PSAC) vs Adelphi (NE10),"[1-3] (16-25, 17-25, 25-21, 17-25)",https://stats.ncaa.org/contests/5670229/box_score,D-II
09/13/2024,Findlay (G-MAC) vs Michigan Tech (GLIAC),"[3-0] (25-18, 25-20, 25-17)",https://stats.ncaa.org/contests/5670579/box_score,D-II
09/13/2024,Elizabeth City St. (CIAA) vs Barton (Conference Carolinas),"[3-0] (26-24, 26-24, 25-18)",https://stats.ncaa.org/contests/5670086/box_score,D-II
09/13/2024,Virginia St. (CIAA) vs AUM (Gulf South),[0-0] (),https://stats.ncaa.org/contests/5670256/box_score,D-II
09/13/2024,Dominican (CA) (PacWest) vs Chico St. (CCAA),"[0-3] (15-25, 20-25, 20-25)",https://stats.ncaa.org/contests/5671252/box_score,D-II
09/13/2024,Central Mo. (Mid-America Intercollegiate) vs MSU Denver (RMAC),"[1-3] (26-24, 22-25, 18-25, 18-25)",https://stats.ncaa.org/contests/5670493/box_score,D-II
09/13/2024,Christian Brothers (Gulf South) vs Ky. Wesleyan (G-MAC),"[3-0] (25-16, 25-13, 25-19)",https://stats.ncaa.org/contests/5669976/box_score,D-II
09/13/2024,Eckerd (Sunshine State) vs Arkansas Tech (GAC),"[3-0] (25-22, 25-23, 25-21)",https://stats.ncaa.org/contests/5670293/box_score,D-II
09/13/2024,UC Merced (CCAA) vs Jessup (PacWest),"[2-3] (22-25, 25-18, 20-25, 25-21, 12-15)",https://stats.ncaa.org/contests/5670274/box_score,D-II
